Country,Amount (USD),Transaction Type,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Person Involved
India,989181.85,Cash Withdrawal,Oil & Gas,China,0,1,Low,4,123
Russia,3898505.02,Stocks Transfer,Casinos,Singapore,1,1,High,3,8266
Russia,491347,Property Purchase,Luxury Goods,Switzerland,1,1,High,5,2802
South Africa,776044.54,Stocks Transfer,Arms Trade,Singapore,1,0,High,5,9174
Brazil,228094.15,Offshore Transfer,Oil & Gas,South Africa,0,0,High,5,5988
USA,1202564.56,Property Purchase,Arms Trade,Singapore,0,0,Low,8,2147
USA,1771874.78,Stocks Transfer,Construction,USA,0,0,Low,1,7951
UK,3470698.79,Cryptocurrency,Construction,UAE,0,1,High,5,8251
UAE,2216950.61,Property Purchase,Luxury Goods,China,1,0,Low,0,8758
Brazil,4009921.96,Offshore Transfer,Casinos,India,0,0,High,7,9008
Russia,3133755.49,Property Purchase,Oil & Gas,India,0,0,High,1,6864
South Africa,2282036.15,Cryptocurrency,Oil & Gas,India,0,0,Low,5,1040
Russia,4101990.47,Cryptocurrency,Finance,South Africa,1,0,High,1,5156
South Africa,348548.13,Cryptocurrency,Construction,UK,0,0,Low,2,4922
Switzerland,1457668.42,Property Purchase,Real Estate,South Africa,0,0,Low,7,2697
USA,4820719.39,Property Purchase,Oil & Gas,Switzerland,0,0,High,4,6350
Singapore,3621436.64,Cryptocurrency,Construction,India,0,1,High,0,8482
Singapore,3646006.96,Stocks Transfer,Finance,Brazil,0,0,Low,9,1085
UK,3137098.23,Offshore Transfer,Finance,Singapore,0,1,High,6,1122
Brazil,2434895.03,Offshore Transfer,Finance,Brazil,0,0,High,2,4246
South Africa,1307591,Stocks Transfer,Real Estate,Brazil,0,1,Low,7,4226
Russia,907901.5,Offshore Transfer,Construction,India,0,0,Low,3,108
Switzerland,599893.38,Property Purchase,Construction,USA,0,1,Low,3,4281
UAE,1334025.07,Cryptocurrency,Oil & Gas,Russia,0,0,Low,2,7724
India,3336672.92,Cash Withdrawal,Oil & Gas,Switzerland,1,0,High,7,1970
China,2544160.79,Cryptocurrency,Oil & Gas,Brazil,1,0,High,3,2909
UK,4330157.36,Offshore Transfer,Luxury Goods,Singapore,0,0,Low,3,3304
USA,3662759.52,Offshore Transfer,Real Estate,South Africa,1,0,High,1,3614
Russia,2584835.65,Cryptocurrency,Arms Trade,Switzerland,0,0,High,3,2762
South Africa,4699972.1,Cryptocurrency,Real Estate,Brazil,0,0,Low,3,5259
India,317480.14,Property Purchase,Oil & Gas,UAE,0,0,Low,4,9459
Russia,1759486.74,Stocks Transfer,Oil & Gas,UK,0,0,Low,2,1153
UAE,2142993.64,Offshore Transfer,Finance,Switzerland,0,0,High,4,3391
Singapore,2163627.46,Stocks Transfer,Casinos,UAE,0,0,High,7,702
Russia,3899709.48,Cash Withdrawal,Oil & Gas,UK,0,0,Low,1,9887
USA,2149972.88,Offshore Transfer,Construction,China,0,1,High,0,7577
India,3889219.63,Cash Withdrawal,Construction,South Africa,0,0,High,4,5976
UAE,999955.27,Offshore Transfer,Luxury Goods,China,0,0,High,5,1116
Switzerland,908528.22,Cash Withdrawal,Construction,Brazil,0,1,Low,7,84
USA,3608467.32,Property Purchase,Arms Trade,Brazil,0,1,High,8,6921
Singapore,4741529.44,Offshore Transfer,Casinos,UK,0,0,Low,9,1909
Switzerland,4698389.26,Offshore Transfer,Casinos,India,0,0,High,5,7193
UK,4027540.97,Stocks Transfer,Luxury Goods,UK,0,0,High,8,2743
UK,290455.65,Cryptocurrency,Real Estate,South Africa,0,0,High,4,9241
Russia,2135317.47,Cash Withdrawal,Oil & Gas,China,0,0,Low,9,815
India,4802627.78,Cash Withdrawal,Casinos,Brazil,0,0,Low,3,5321
Singapore,4065087.72,Property Purchase,Oil & Gas,Russia,0,1,Low,6,9977
UK,3885071.37,Cash Withdrawal,Real Estate,USA,0,0,High,3,3909
Singapore,3424420.36,Cash Withdrawal,Luxury Goods,Switzerland,0,1,High,4,6625
UAE,182671.95,Offshore Transfer,Luxury Goods,Singapore,0,1,High,6,9973
Russia,1161522.8,Cash Withdrawal,Arms Trade,Russia,1,0,High,7,1930
China,44165.16,Cryptocurrency,Oil & Gas,India,0,0,Low,3,6643
Brazil,1973921.81,Offshore Transfer,Luxury Goods,UK,1,0,High,7,2977
USA,1039473.42,Cryptocurrency,Arms Trade,USA,0,0,Low,6,2857
Switzerland,2815381.12,Offshore Transfer,Oil & Gas,Singapore,0,1,Low,0,501
Singapore,2768105.25,Property Purchase,Casinos,Switzerland,0,0,High,7,9129
Singapore,2584113.52,Offshore Transfer,Oil & Gas,South Africa,1,0,High,6,2432
Switzerland,4297374.09,Cash Withdrawal,Finance,Switzerland,0,0,High,3,2789
Brazil,4101724.28,Cryptocurrency,Luxury Goods,Singapore,0,1,Low,6,6898
USA,204143.47,Offshore Transfer,Luxury Goods,Singapore,0,1,High,5,9662
South Africa,695303.28,Cash Withdrawal,Arms Trade,Switzerland,0,0,Low,2,9113
Singapore,4089644.32,Cash Withdrawal,Oil & Gas,Switzerland,1,0,High,0,9040
USA,1866688.29,Offshore Transfer,Construction,Russia,0,1,High,5,4419
UK,1963025.02,Offshore Transfer,Construction,Russia,0,0,Low,6,3750
UAE,2674903.24,Property Purchase,Oil & Gas,USA,0,1,High,6,4583
UAE,4883732.74,Property Purchase,Casinos,USA,1,0,Low,4,6979
Brazil,4590819.96,Stocks Transfer,Oil & Gas,Russia,1,0,Low,9,2310
USA,3430865.28,Cryptocurrency,Arms Trade,China,0,0,High,9,1056
India,3924193.22,Cash Withdrawal,Oil & Gas,Russia,0,1,Low,9,1858
UAE,4528861.63,Stocks Transfer,Casinos,UAE,0,0,High,3,6545
UAE,1344596.82,Stocks Transfer,Oil & Gas,USA,1,0,Low,6,3520
Switzerland,2021473.96,Cryptocurrency,Construction,India,0,0,Low,8,269
South Africa,4318699.61,Offshore Transfer,Casinos,Brazil,0,0,High,4,8701
Switzerland,1359143.69,Cash Withdrawal,Finance,South Africa,0,1,High,0,5273
UAE,4331164.49,Property Purchase,Oil & Gas,South Africa,0,0,High,9,912
Russia,3515857.08,Cryptocurrency,Casinos,UK,0,0,High,4,141
UAE,1673152.3,Cash Withdrawal,Oil & Gas,South Africa,0,1,High,7,9028
Switzerland,2996755.39,Stocks Transfer,Finance,India,0,0,High,6,6200
Brazil,3999394.98,Cryptocurrency,Oil & Gas,Singapore,0,0,Low,0,1609
China,1126073.82,Stocks Transfer,Casinos,UAE,1,0,High,2,4229
UK,726600.22,Property Purchase,Luxury Goods,Singapore,1,0,Low,2,8361
Russia,3739615.91,Cash Withdrawal,Luxury Goods,Russia,0,1,High,5,5682
South Africa,3857913.1,Cryptocurrency,Oil & Gas,Switzerland,0,1,High,2,5949
South Africa,1149402.1,Stocks Transfer,Construction,Brazil,1,1,High,3,2028
China,3442253.64,Cash Withdrawal,Construction,Singapore,0,0,High,3,7248
Switzerland,634654.87,Property Purchase,Finance,India,0,0,Low,3,6918
Singapore,3301753.22,Cryptocurrency,Construction,UAE,0,1,High,0,9031
Singapore,2430979.48,Cryptocurrency,Construction,South Africa,0,0,Low,8,3874
Switzerland,2170225.62,Cryptocurrency,Casinos,Russia,1,1,Low,8,5875
Russia,999104.72,Property Purchase,Finance,Brazil,0,0,Low,3,8327
South Africa,4076244.75,Offshore Transfer,Casinos,Singapore,1,0,Low,0,3037
USA,4341264.24,Cryptocurrency,Real Estate,UK,0,0,Low,9,3836
Russia,749937.35,Offshore Transfer,Finance,China,0,0,Low,3,4954
UAE,664866.68,Cash Withdrawal,Finance,Brazil,0,1,Low,4,8556
UK,63467.06,Cash Withdrawal,Luxury Goods,India,1,0,High,2,1937
Russia,3497073.38,Cash Withdrawal,Arms Trade,Brazil,0,1,High,9,2828
China,2793362.54,Cash Withdrawal,Real Estate,China,1,0,High,6,4687
Brazil,1267542.98,Cryptocurrency,Arms Trade,India,0,1,Low,0,4466
USA,173430.48,Cryptocurrency,Oil & Gas,Brazil,0,0,Low,4,2397
USA,923639.48,Cash Withdrawal,Construction,Russia,0,1,High,4,7186
Brazil,846007.19,Property Purchase,Construction,Singapore,0,0,High,6,5125
UK,4024993.96,Offshore Transfer,Arms Trade,Singapore,1,1,Low,8,7959
India,3083595.65,Cash Withdrawal,Arms Trade,Singapore,0,0,Low,0,5467
China,2188279.62,Property Purchase,Finance,Switzerland,0,0,High,4,4611
UK,3685962.75,Stocks Transfer,Oil & Gas,India,0,1,Low,9,9528
Russia,506010.98,Cryptocurrency,Luxury Goods,Russia,1,1,High,0,5056
Switzerland,1384660.01,Offshore Transfer,Luxury Goods,Singapore,1,0,Low,5,7584
Russia,4449425.81,Cryptocurrency,Oil & Gas,Russia,0,0,Low,7,509
Brazil,33435.01,Cash Withdrawal,Luxury Goods,South Africa,0,1,Low,5,1297
China,4149002.48,Offshore Transfer,Arms Trade,Brazil,0,1,High,5,5045
Brazil,2175028.99,Property Purchase,Casinos,Switzerland,0,0,High,1,7167
Switzerland,1195399.13,Cash Withdrawal,Luxury Goods,UK,0,0,High,6,9375
Switzerland,3761390.62,Stocks Transfer,Real Estate,Singapore,0,0,Low,7,9145
China,640705.03,Offshore Transfer,Oil & Gas,India,1,0,Low,1,5890
UAE,3191768.7,Property Purchase,Arms Trade,Russia,1,0,High,6,6694
UK,2099627.46,Offshore Transfer,Construction,South Africa,0,0,Low,3,8897
UK,2831530.62,Offshore Transfer,Oil & Gas,Russia,1,1,High,4,3218
UK,1637326.41,Stocks Transfer,Finance,Singapore,0,0,Low,4,7377
China,3737403.86,Cryptocurrency,Construction,India,1,1,High,7,2173
India,3879703.34,Property Purchase,Luxury Goods,USA,0,1,Low,6,7987
China,1672020.68,Property Purchase,Casinos,Singapore,0,0,Low,8,5212
USA,4192950.55,Offshore Transfer,Construction,Switzerland,0,0,Low,8,9509
Brazil,1978951.85,Cryptocurrency,Oil & Gas,UAE,0,0,High,4,8399
USA,1953383.15,Cryptocurrency,Arms Trade,Russia,0,0,Low,9,2782
China,3022215.13,Cryptocurrency,Luxury Goods,China,0,1,High,4,2427
USA,4418392.67,Offshore Transfer,Oil & Gas,UK,0,0,High,1,774
UAE,3672373.52,Property Purchase,Construction,Switzerland,0,1,Low,9,461
USA,3111053.18,Property Purchase,Real Estate,India,0,1,Low,9,1348
USA,4665489.21,Stocks Transfer,Construction,USA,0,0,High,9,1366
South Africa,3152149.18,Property Purchase,Real Estate,Singapore,0,1,High,7,7588
Switzerland,4144513.48,Property Purchase,Real Estate,Switzerland,1,0,Low,7,8344
Brazil,3151191.97,Property Purchase,Real Estate,South Africa,1,0,Low,9,3666
UAE,3458192.36,Cryptocurrency,Luxury Goods,UK,1,1,Low,2,8281
USA,4805940.37,Cryptocurrency,Casinos,USA,0,0,Low,4,318
Switzerland,220461.98,Offshore Transfer,Casinos,UK,0,0,High,7,155
India,2011248.48,Cash Withdrawal,Construction,Russia,0,0,Low,6,3876
UAE,129285.62,Cash Withdrawal,Real Estate,Russia,0,0,Low,3,5960
China,1157081.67,Cryptocurrency,Real Estate,Switzerland,0,0,High,3,6681
Russia,422837.75,Stocks Transfer,Oil & Gas,USA,0,1,Low,4,6189
South Africa,710618.11,Stocks Transfer,Casinos,Russia,1,0,High,3,6551
India,747534.41,Cryptocurrency,Luxury Goods,Singapore,0,0,Low,0,2659
USA,2533768.62,Property Purchase,Finance,Russia,1,0,High,8,1185
UAE,2028673.5,Cash Withdrawal,Finance,Brazil,0,0,High,5,2063
China,4259022.15,Property Purchase,Oil & Gas,UK,0,0,High,0,313
Russia,3354392.45,Stocks Transfer,Construction,Brazil,0,1,High,8,2496
UAE,2383614.66,Property Purchase,Arms Trade,Russia,0,1,Low,9,5608
UK,4870252.8,Property Purchase,Construction,Singapore,1,0,Low,4,7097
South Africa,3471705.97,Offshore Transfer,Casinos,USA,0,0,Low,6,1763
Singapore,356557.54,Property Purchase,Construction,Russia,0,0,Low,6,7780
Brazil,3974632.85,Property Purchase,Luxury Goods,UAE,0,0,High,3,2373
China,4098252.93,Offshore Transfer,Luxury Goods,USA,1,0,Low,6,8117
USA,2229084.09,Stocks Transfer,Luxury Goods,UK,0,0,High,8,3679
Switzerland,3442094.8,Property Purchase,Construction,Russia,0,0,High,2,1821
Switzerland,4165094.02,Offshore Transfer,Casinos,Singapore,0,1,High,5,1529
South Africa,1845689.92,Property Purchase,Arms Trade,USA,1,0,High,7,400
Russia,3946821.58,Property Purchase,Construction,Singapore,0,0,Low,9,3779
UAE,2350009.06,Offshore Transfer,Luxury Goods,Singapore,0,0,Low,9,6175
UK,2873691.67,Cash Withdrawal,Luxury Goods,Switzerland,0,0,Low,3,3931
South Africa,1249420.86,Stocks Transfer,Construction,Switzerland,1,0,Low,4,7152
USA,606261.05,Cash Withdrawal,Casinos,Singapore,0,1,Low,4,8412
Singapore,1553766.95,Stocks Transfer,Finance,USA,0,1,Low,6,8365
Brazil,773725.76,Stocks Transfer,Oil & Gas,USA,0,0,High,7,5891
South Africa,1362069.76,Cash Withdrawal,Luxury Goods,Russia,0,1,High,1,9113
UAE,3253029.17,Property Purchase,Luxury Goods,USA,0,0,High,0,8786
India,87274.4,Stocks Transfer,Casinos,Singapore,0,1,Low,8,3901
UAE,1138556.69,Cryptocurrency,Arms Trade,USA,1,0,High,7,8367
India,3050457.58,Stocks Transfer,Luxury Goods,Switzerland,0,0,Low,0,6996
Brazil,2293021.89,Property Purchase,Arms Trade,USA,0,0,High,2,6323
Singapore,854861.96,Property Purchase,Real Estate,Russia,1,1,High,4,3022
Switzerland,345729.36,Offshore Transfer,Oil & Gas,India,0,1,High,4,6946
Singapore,1693834.38,Cryptocurrency,Casinos,UAE,0,1,Low,5,6137
Brazil,2041144.83,Property Purchase,Construction,UK,0,0,Low,9,4051
USA,3073948.27,Property Purchase,Oil & Gas,Switzerland,1,0,High,5,4176
China,3506065.69,Property Purchase,Casinos,South Africa,0,0,Low,8,1952
China,972955.33,Cash Withdrawal,Oil & Gas,UAE,0,0,Low,7,6535
Singapore,4039645.91,Cash Withdrawal,Luxury Goods,South Africa,0,0,High,6,8318
China,4167891.52,Offshore Transfer,Finance,USA,0,0,Low,4,14
USA,3885734.54,Cash Withdrawal,Luxury Goods,Singapore,1,0,High,9,3943
India,4717634.21,Cryptocurrency,Finance,India,1,0,Low,2,6996
UK,3844240.19,Stocks Transfer,Arms Trade,Switzerland,0,1,Low,9,969
China,4047802.53,Property Purchase,Casinos,Brazil,0,1,High,2,7443
Russia,2508598.42,Stocks Transfer,Real Estate,Switzerland,0,0,Low,5,4265
South Africa,1781271.48,Offshore Transfer,Finance,UAE,0,1,High,5,5709
USA,4905250.29,Offshore Transfer,Oil & Gas,USA,0,1,High,3,4475
UAE,59631.08,Stocks Transfer,Arms Trade,China,0,0,Low,4,5192
Brazil,2779819.15,Property Purchase,Oil & Gas,South Africa,1,0,High,2,8249
USA,405165.19,Stocks Transfer,Luxury Goods,UAE,0,0,High,3,2986
China,1746501.75,Cryptocurrency,Real Estate,China,0,0,Low,8,6164
Russia,602714.7,Stocks Transfer,Casinos,UAE,0,0,High,8,2091
South Africa,4373715.25,Cryptocurrency,Finance,USA,0,0,Low,6,4287
Singapore,337740.3,Property Purchase,Casinos,India,1,1,High,2,9226
Switzerland,2421067.6,Stocks Transfer,Casinos,UK,0,0,High,0,5011
Singapore,2840907.53,Cash Withdrawal,Construction,UAE,0,0,Low,6,5435
UAE,3829727.59,Stocks Transfer,Casinos,South Africa,0,1,High,0,9657
Brazil,1828176.5,Cash Withdrawal,Real Estate,Singapore,0,1,Low,1,3505
USA,3814265.85,Offshore Transfer,Luxury Goods,Switzerland,0,0,Low,8,9740
India,1310311.59,Offshore Transfer,Finance,China,0,0,Low,1,5497
UAE,3500149.22,Stocks Transfer,Real Estate,USA,0,1,Low,4,6443
Switzerland,3142092.91,Stocks Transfer,Arms Trade,India,1,0,High,9,7901
South Africa,153969.95,Offshore Transfer,Luxury Goods,Singapore,0,1,Low,7,130
UAE,3130894.23,Property Purchase,Construction,USA,0,1,High,8,6909
UK,600461.6,Cash Withdrawal,Construction,China,0,0,Low,0,2306
South Africa,253644.28,Cash Withdrawal,Construction,UK,1,1,Low,6,4494
Brazil,1479595,Offshore Transfer,Casinos,UAE,0,0,High,8,5623
USA,1522809.07,Stocks Transfer,Finance,India,1,0,High,2,7016
India,2910392.72,Cryptocurrency,Oil & Gas,India,0,0,High,9,752
South Africa,892935.52,Cash Withdrawal,Luxury Goods,Singapore,0,1,High,8,3697
USA,1240883.33,Cash Withdrawal,Construction,UK,1,0,High,6,714
South Africa,1477549.47,Cryptocurrency,Luxury Goods,UAE,0,0,Low,8,5319
UK,3335082.08,Cash Withdrawal,Construction,Russia,0,1,High,6,2264
China,748945.79,Cryptocurrency,Casinos,Russia,0,0,High,0,5432
India,2696126.75,Stocks Transfer,Finance,South Africa,1,0,Low,5,6833
Switzerland,1656940.16,Cash Withdrawal,Oil & Gas,UAE,0,0,Low,2,2231
South Africa,3432081.59,Stocks Transfer,Construction,Singapore,0,1,High,0,8141
UAE,2231183.8,Offshore Transfer,Casinos,USA,0,0,High,4,8783
India,3245040.16,Stocks Transfer,Luxury Goods,UAE,0,0,Low,3,8508
Switzerland,3912583.81,Cryptocurrency,Casinos,Switzerland,0,0,High,8,1490
Russia,4992646.8,Property Purchase,Construction,Russia,0,0,Low,8,9286
Russia,1785286.44,Cash Withdrawal,Luxury Goods,UK,1,1,High,7,3356
Singapore,129742.3,Offshore Transfer,Finance,UK,0,0,Low,3,8620
South Africa,4742462.73,Property Purchase,Finance,China,1,1,Low,0,4594
UK,636053.59,Cryptocurrency,Finance,South Africa,1,0,High,8,8721
UAE,2645900.69,Cash Withdrawal,Construction,Singapore,0,0,High,8,5661
Russia,1824114.79,Property Purchase,Casinos,China,0,0,Low,9,8595
UAE,2518461.45,Offshore Transfer,Arms Trade,Brazil,1,0,Low,6,5574
Brazil,785041.18,Offshore Transfer,Finance,UAE,0,0,High,2,607
USA,1668733.87,Offshore Transfer,Real Estate,Brazil,1,0,High,2,7304
Switzerland,2557644.85,Stocks Transfer,Arms Trade,Brazil,1,1,Low,5,5908
Russia,3553218.15,Cryptocurrency,Casinos,Brazil,0,0,Low,4,907
UAE,4205636.79,Offshore Transfer,Finance,China,0,1,Low,9,6027
Singapore,1727443.81,Offshore Transfer,Casinos,Russia,0,1,High,0,2037
UK,572267.89,Cryptocurrency,Finance,Switzerland,0,1,High,7,8428
Russia,2052773.16,Stocks Transfer,Real Estate,Singapore,0,1,Low,7,9220
UK,2017373.99,Offshore Transfer,Finance,India,0,0,Low,6,9150
Russia,3996283.92,Cash Withdrawal,Arms Trade,USA,0,1,High,1,6872
China,3182254.35,Offshore Transfer,Finance,India,0,1,High,5,3036
South Africa,1870081.83,Property Purchase,Finance,China,0,0,High,4,2853
Singapore,3826279.8,Cryptocurrency,Oil & Gas,Russia,0,0,High,4,846
Brazil,2993714.75,Property Purchase,Real Estate,UAE,0,0,High,0,8680
Russia,786287.25,Offshore Transfer,Luxury Goods,Singapore,0,1,High,4,5891
UK,2906422.06,Cash Withdrawal,Oil & Gas,Russia,0,0,Low,3,8098
Brazil,2636552.5,Property Purchase,Oil & Gas,South Africa,1,1,Low,9,7943
India,601075.82,Property Purchase,Construction,China,0,0,High,0,7013
Russia,2645791.31,Cash Withdrawal,Casinos,Singapore,0,0,High,0,622
Russia,3995972.25,Property Purchase,Arms Trade,India,1,1,Low,5,4422
South Africa,4373119.8,Stocks Transfer,Casinos,UK,0,0,Low,4,8006
India,807401.76,Property Purchase,Finance,Brazil,0,0,High,0,2722
Brazil,2278663.28,Offshore Transfer,Arms Trade,UAE,0,0,Low,8,6154
Switzerland,3011059.58,Cash Withdrawal,Oil & Gas,Brazil,1,1,High,1,550
UK,945542.26,Stocks Transfer,Real Estate,Singapore,1,1,Low,3,4304
USA,1669208.57,Stocks Transfer,Casinos,India,0,0,High,8,4288
UK,3722799.48,Offshore Transfer,Real Estate,UAE,0,0,High,9,4591
India,2564959.3,Cryptocurrency,Arms Trade,Russia,0,0,Low,7,7961
Russia,1316806.74,Offshore Transfer,Casinos,USA,0,0,Low,9,4119
UAE,1903469.71,Stocks Transfer,Luxury Goods,UAE,0,0,High,2,2074
UAE,644699.44,Cryptocurrency,Casinos,UK,1,1,Low,7,5737
USA,4583057.46,Stocks Transfer,Finance,UAE,0,1,High,7,2633
Brazil,3975845.22,Cryptocurrency,Arms Trade,Brazil,0,0,Low,9,7136
India,3700359.18,Offshore Transfer,Luxury Goods,China,1,0,Low,3,3401
Singapore,2198712.47,Cash Withdrawal,Arms Trade,Russia,1,1,Low,0,3503
Russia,1402256.49,Cryptocurrency,Luxury Goods,Switzerland,1,0,Low,5,2631
South Africa,1435425.47,Offshore Transfer,Casinos,Brazil,0,1,High,0,2611
Russia,1868491.07,Cryptocurrency,Luxury Goods,Singapore,1,0,High,6,2651
Switzerland,1636408.16,Property Purchase,Arms Trade,USA,0,0,Low,3,5321
UK,4451111.04,Offshore Transfer,Casinos,Brazil,1,0,Low,5,9151
Russia,3472525.82,Cryptocurrency,Luxury Goods,USA,0,0,High,3,9101
UAE,3665438.75,Offshore Transfer,Finance,China,0,0,High,4,2909
UAE,326554.87,Offshore Transfer,Construction,China,1,0,High,4,6904
UAE,1474573.57,Offshore Transfer,Arms Trade,Switzerland,0,1,Low,2,257
UK,1772674.97,Cryptocurrency,Casinos,UK,0,1,High,7,6224
UK,2771641.85,Cash Withdrawal,Luxury Goods,South Africa,0,0,Low,2,3967
USA,4363852.53,Stocks Transfer,Construction,India,0,0,Low,2,2558
UAE,2104026.67,Stocks Transfer,Casinos,Singapore,1,1,High,0,9305
Russia,4828680.91,Property Purchase,Construction,India,0,0,High,1,893
India,4597861.43,Property Purchase,Oil & Gas,Russia,1,0,High,6,330
Switzerland,3270746.2,Property Purchase,Construction,Russia,0,1,High,9,6851
China,2106225.69,Property Purchase,Finance,Brazil,0,0,Low,1,6706
Russia,2655927.14,Offshore Transfer,Luxury Goods,Brazil,1,0,High,2,6915
Singapore,430944.14,Stocks Transfer,Construction,UK,0,0,Low,0,3607
Singapore,4955070.34,Offshore Transfer,Finance,USA,0,0,High,2,2358
South Africa,636824.61,Cash Withdrawal,Finance,USA,0,0,High,7,67
USA,1720582.57,Cryptocurrency,Oil & Gas,UK,0,1,High,9,4400
UK,566696.52,Cash Withdrawal,Finance,Brazil,0,0,High,1,7671
India,1074200.54,Property Purchase,Arms Trade,Switzerland,0,0,High,1,8917
Russia,821663.21,Offshore Transfer,Luxury Goods,Singapore,0,1,Low,7,7439
South Africa,3851112.97,Cash Withdrawal,Arms Trade,Brazil,1,0,Low,9,7498
India,3489969.92,Offshore Transfer,Finance,Switzerland,0,1,High,6,2103
USA,2739216.52,Property Purchase,Finance,UAE,0,1,Low,2,7063
Russia,3284597.4,Offshore Transfer,Luxury Goods,Switzerland,0,0,Low,9,903
Russia,2448837.55,Cash Withdrawal,Construction,South Africa,1,0,High,5,7737
UK,2958213.83,Cryptocurrency,Finance,Russia,0,0,High,6,9989
China,2827854.1,Property Purchase,Real Estate,South Africa,0,1,High,9,7279
India,493560.32,Cash Withdrawal,Oil & Gas,Brazil,0,0,Low,9,2766
Russia,4159059.64,Property Purchase,Arms Trade,India,0,1,Low,0,5034
USA,4624900.27,Cryptocurrency,Luxury Goods,UK,1,0,Low,6,915
South Africa,3115447.48,Cash Withdrawal,Arms Trade,UAE,0,0,Low,9,4200
Switzerland,3821995.65,Cash Withdrawal,Arms Trade,USA,0,0,High,5,4967
China,2410682.23,Stocks Transfer,Luxury Goods,Singapore,0,0,Low,5,5832
UK,4863294.31,Offshore Transfer,Real Estate,USA,0,0,High,0,6499
Singapore,4272622.82,Offshore Transfer,Construction,Russia,0,1,High,3,526
China,1886488.38,Stocks Transfer,Oil & Gas,Russia,1,1,High,6,1584
India,3362374.88,Cash Withdrawal,Oil & Gas,China,0,0,Low,0,989
China,4980201.2,Property Purchase,Real Estate,India,1,1,Low,9,1278
